20201104015304209,0.052516,-0.034959,0.016798,-0.204377,-0.011880,-1.410819,-0.020576,0.011095,-0.999394
20201104015304234,0.053044,-0.034298,0.014628,-0.204417,-0.011902,-1.411091,-0.020664,0.011020,-0.999312
20201104015304260,0.055018,-0.034886,0.015685,-0.204318,-0.011779,-1.409198,-0.020943,0.010976,-0.999484
20201104015304285,0.053966,-0.033925,0.015532,-0.203965,-0.011540,-1.408387,-0.020612,0.010808,-0.999876
20201104015304310,0.053257,-0.034700,0.015932,-0.204022,-0.011290,-1.406569,-0.020832,0.010896,-0.999490
20201104015304335,0.053418,-0.035830,0.016449,-0.204081,-0.011168,-1.405952,-0.020395,0.011021,-0.999168
20201104015304371,0.053190,-0.036043,0.016474,-0.204076,-0.011268,-1.406522,-0.020445,0.010641,-0.999376
20201104015304396,0.053362,-0.034708,0.016688,-0.204232,-0.011428,-1.408660,-0.020796,0.010882,-0.999249
20201104015304421,0.052979,-0.035001,0.015917,-0.204094,-0.011420,-1.407145,-0.020530,0.010253,-0.999633
20201104015304447,0.052872,-0.034202,0.015097,-0.204215,-0.011432,-1.408216,-0.021277,0.010259,-0.998409
20201104015304472,0.052642,-0.035986,0.016061,-0.204133,-0.011580,-1.408208,-0.020418,0.010596,-0.998874
20201104015304498,0.053468,-0.035174,0.015218,-0.204430,-0.011951,-1.410751,-0.020721,0.010742,-0.998837
20201104015304523,0.053085,-0.034435,0.015550,-0.204142,-0.011398,-1.406707,-0.020115,0.010745,-0.999707
20201104015304548,0.052368,-0.034460,0.015846,-0.204272,-0.011455,-1.407163,-0.021039,0.011246,-0.999593
20201104015304573,0.052570,-0.035328,0.015141,-0.204007,-0.011215,-1.405355,-0.020294,0.010990,-0.999608
20201104015304599,0.053367,-0.035715,0.015959,-0.204238,-0.011595,-1.409396,-0.020832,0.011033,-0.999472
20201104015304624,0.052862,-0.035090,0.015460,-0.204008,-0.011361,-1.407054,-0.020206,0.010826,-0.999704
20201104015304650,0.053695,-0.034305,0.015207,-0.204018,-0.011013,-1.404495,-0.021042,0.011005,-0.999409
20201104015304675,0.052944,-0.034731,0.016106,-0.203876,-0.011184,-1.405157,-0.020403,0.010747,-0.999650
20201104015304700,0.054353,-0.034936,0.015993,-0.204007,-0.011003,-1.404714,-0.020440,0.010818,-0.999625
20201104015304725,0.051903,-0.035352,0.015042,-0.204045,-0.011138,-1.407121,-0.020836,0.010979,-0.999604
20201104015304751,0.050849,-0.034332,0.016655,-0.204048,-0.010978,-1.405528,-0.020729,0.010810,-0.999258
20201104015304776,0.052772,-0.034619,0.017262,-0.204096,-0.011226,-1.405599,-0.020851,0.010749,-0.999313
20201104015304801,0.052403,-0.035258,0.016438,-0.204137,-0.011363,-1.407466,-0.020337,0.010817,-0.999790
20201104015304826,0.052180,-0.036090,0.015383,-0.204084,-0.011395,-1.406280,-0.020772,0.010782,-0.999362
20201104015304851,0.052415,-0.034781,0.014853,-0.203866,-0.011196,-1.405846,-0.020639,0.010840,-0.999044
20201104015304877,0.052283,-0.034842,0.015787,-0.204186,-0.011335,-1.406328,-0.021293,0.010944,-0.999708
20201104015304902,0.053034,-0.035033,0.015791,-0.204051,-0.011618,-1.410170,-0.019368,0.010409,-0.999485
20201104015304927,0.053013,-0.036044,0.014517,-0.204128,-0.011545,-1.407754,-0.021090,0.011192,-0.999558
20201104015304952,0.052466,-0.034667,0.015383,-0.204658,-0.012077,-1.411164,-0.019789,0.010675,-0.999458
20201104015304979,0.051943,-0.035793,0.016010,-0.204171,-0.011460,-1.408533,-0.021284,0.011235,-0.999411
20201104015305004,0.052485,-0.034544,0.016418,-0.203761,-0.011248,-1.406655,-0.019932,0.010755,-0.999208
20201104015305029,0.051922,-0.035570,0.015352,-0.204059,-0.011463,-1.408179,-0.020944,0.010836,-0.999537
20201104015305055,0.052322,-0.034948,0.015376,-0.204244,-0.011549,-1.409110,-0.021208,0.011042,-0.999380
