20201104015305291,3727.04162,N,12639.45802,E,9.3,M
20201104015305390,3727.04167,N,12639.45803,E,9.3,M
20201104015305492,3727.04168,N,12639.45803,E,9.4,M
20201104015305590,3727.04170,N,12639.45803,E,9.5,M
20201104015305688,3727.04175,N,12639.45804,E,9.5,M
20201104015305804,3727.04176,N,12639.45805,E,9.5,M
20201104015305885,3727.04176,N,12639.45805,E,9.6,M
20201104015305992,3727.04182,N,12639.45806,E,9.7,M
20201104015306104,3727.04184,N,12639.45807,E,9.7,M
20201104015306197,3727.04187,N,12639.45807,E,9.8,M
20201104015306294,3727.04188,N,12639.45808,E,9.9,M
20201104015306392,3727.04190,N,12639.45808,E,9.9,M
20201104015306489,3727.04190,N,12639.45808,E,9.9,M
20201104015306593,3727.04190,N,12639.45809,E,10.0,M
20201104015306695,3727.04191,N,12639.45809,E,10.0,M
20201104015306790,3727.04187,N,12639.45809,E,10.1,M
20201104015306893,3727.04186,N,12639.45809,E,10.1,M
20201104015306991,3727.04184,N,12639.45809,E,10.2,M
20201104015307096,3727.04187,N,12639.45808,E,10.2,M
20201104015307186,3727.04186,N,12639.45809,E,10.3,M
20201104015307291,3727.04189,N,12639.45810,E,10.3,M
20201104015307388,3727.04189,N,12639.45809,E,10.4,M
20201104015307491,3727.04192,N,12639.45809,E,10.4,M
20201104015307592,3727.04190,N,12639.45809,E,10.4,M
20201104015307694,3727.04192,N,12639.45809,E,10.5,M
20201104015307791,3727.04193,N,12639.45809,E,10.6,M
20201104015307893,3727.04192,N,12639.45809,E,10.7,M
20201104015307996,3727.04194,N,12639.45809,E,10.7,M
20201104015308093,3727.04199,N,12639.45810,E,10.8,M
20201104015308192,3727.04202,N,12639.45811,E,10.8,M
20201104015308293,3727.04200,N,12639.45810,E,10.9,M
20201104015308390,3727.04199,N,12639.45809,E,11.0,M
20201104015308494,3727.04197,N,12639.45810,E,11.0,M
20201104015308585,3727.04201,N,12639.45809,E,11.1,M
20201104015308690,3727.04205,N,12639.45809,E,11.2,M
20201104015308793,3727.04207,N,12639.45809,E,11.2,M
20201104015308888,3727.04211,N,12639.45808,E,11.3,M
20201104015308991,3727.04216,N,12639.45808,E,11.3,M
20201104015309096,3727.04218,N,12639.45808,E,11.4,M
20201104015309192,3727.04222,N,12639.45808,E,11.5,M
20201104015309294,3727.04222,N,12639.45808,E,11.5,M
20201104015309394,3727.04224,N,12639.45808,E,11.6,M
20201104015309491,3727.04226,N,12639.45807,E,11.7,M
20201104015309591,3727.04219,N,12639.45807,E,11.7,M
20201104015309693,3727.04222,N,12639.45806,E,11.8,M
20201104015309796,3727.04226,N,12639.45808,E,11.8,M
20201104015309894,3727.04232,N,12639.45809,E,11.8,M
20201104015309988,3727.04235,N,12639.45809,E,11.9,M
20201104015310100,3727.04237,N,12639.45808,E,11.9,M
20201104015310202,3727.04236,N,12639.45808,E,12.0,M
20201104015310301,3727.04231,N,12639.45807,E,12.1,M
20201104015310400,3727.04234,N,12639.45808,E,12.2,M
20201104015310506,3727.04233,N,12639.45808,E,12.2,M
20201104015310607,3727.04229,N,12639.45808,E,12.3,M
20201104015310711,3727.04228,N,12639.45808,E,12.4,M
20201104015310808,3727.04227,N,12639.45808,E,12.4,M
20201104015310900,3727.04227,N,12639.45807,E,12.5,M
20201104015311000,3727.04230,N,12639.45808,E,12.5,M
20201104015311106,3727.04235,N,12639.45809,E,12.5,M
20201104015311210,3727.04237,N,12639.45809,E,12.5,M
20201104015311392,3727.04229,N,12639.45808,E,12.6,M
20201104015311499,3727.04227,N,12639.45809,E,12.7,M
20201104015311597,3727.04229,N,12639.45808,E,12.7,M
20201104015311703,3727.04229,N,12639.45808,E,12.8,M
20201104015311798,3727.04232,N,12639.45809,E,12.9,M
20201104015311902,3727.04232,N,12639.45808,E,12.9,M
20201104015311999,3727.04234,N,12639.45809,E,13.0,M
20201104015312107,3727.04234,N,12639.45809,E,13.0,M
20201104015312201,3727.04239,N,12639.45809,E,13.0,M
20201104015312300,3727.04244,N,12639.45810,E,13.0,M
20201104015312399,3727.04244,N,12639.45810,E,13.0,M
20201104015312502,3727.04244,N,12639.45810,E,13.0,M
20201104015312600,3727.04244,N,12639.45811,E,13.2,M
20201104015312689,3727.04240,N,12639.45811,E,13.2,M
20201104015312801,3727.04239,N,12639.45811,E,13.3,M
20201104015312910,3727.04240,N,12639.45812,E,13.3,M
20201104015313006,3727.04238,N,12639.45812,E,13.4,M
20201104015313106,3727.04237,N,12639.45813,E,13.4,M
20201104015313207,3727.04234,N,12639.45813,E,13.6,M
20201104015313302,3727.04233,N,12639.45813,E,13.7,M
20201104015313407,3727.04235,N,12639.45814,E,13.7,M
20201104015313499,3727.04240,N,12639.45814,E,13.7,M
20201104015313604,3727.04243,N,12639.45815,E,13.7,M
20201104015313703,3727.04245,N,12639.45816,E,13.8,M
20201104015313802,3727.04248,N,12639.45816,E,13.8,M
20201104015313901,3727.04252,N,12639.45817,E,13.8,M
20201104015313996,3727.04260,N,12639.45818,E,13.8,M
20201104015314100,3727.04261,N,12639.45818,E,13.9,M
20201104015314201,3727.04262,N,12639.45818,E,14.0,M
20201104015314306,3727.04267,N,12639.45819,E,14.1,M
20201104015314405,3727.04269,N,12639.45819,E,14.2,M
20201104015314502,3727.04265,N,12639.45819,E,14.2,M
20201104015314607,3727.04264,N,12639.45818,E,14.3,M
20201104015314703,3727.04262,N,12639.45819,E,14.3,M
20201104015314793,3727.04261,N,12639.45818,E,14.3,M
20201104015314891,3727.04259,N,12639.45817,E,14.4,M
20201104015314993,3727.04258,N,12639.45818,E,14.4,M
20201104015315093,3727.04257,N,12639.45817,E,14.5,M
20201104015315195,3727.04257,N,12639.45817,E,14.5,M
20201104015315290,3727.04255,N,12639.45817,E,14.6,M
20201104015315382,3727.04255,N,12639.45817,E,14.7,M
20201104015315488,3727.04258,N,12639.45818,E,14.7,M
20201104015315590,3727.04256,N,12639.45818,E,14.8,M
20201104015315691,3727.04257,N,12639.45818,E,14.9,M
20201104015315791,3727.04254,N,12639.45819,E,15.0,M
20201104015315891,3727.04253,N,12639.45819,E,15.1,M
20201104015315994,3727.04251,N,12639.45819,E,15.2,M
20201104015316090,3727.04248,N,12639.45819,E,15.3,M
20201104015316186,3727.04246,N,12639.45819,E,15.3,M
20201104015316288,3727.04244,N,12639.45819,E,15.4,M
20201104015316391,3727.04245,N,12639.45818,E,15.4,M
20201104015316494,3727.04245,N,12639.45819,E,15.5,M
20201104015316595,3727.04246,N,12639.45818,E,15.6,M
20201104015316686,3727.04241,N,12639.45817,E,15.7,M
20201104015316781,3727.04238,N,12639.45818,E,15.8,M
20201104015316889,3727.04235,N,12639.45818,E,15.9,M
20201104015316992,3727.04233,N,12639.45819,E,15.9,M
20201104015317091,3727.04233,N,12639.45818,E,16.0,M
20201104015317187,3727.04232,N,12639.45819,E,16.1,M
20201104015317289,3727.04232,N,12639.45817,E,16.2,M
20201104015317388,3727.04234,N,12639.45819,E,16.1,M
20201104015317494,3727.04238,N,12639.45819,E,16.2,M
20201104015317589,3727.04235,N,12639.45819,E,16.3,M
20201104015317690,3727.04233,N,12639.45819,E,16.4,M
20201104015317788,3727.04232,N,12639.45818,E,16.5,M
20201104015317891,3727.04229,N,12639.45818,E,16.7,M
20201104015317989,3727.04229,N,12639.45817,E,16.7,M
20201104015318087,3727.04226,N,12639.45817,E,16.8,M
20201104015318191,3727.04224,N,12639.45817,E,16.8,M
20201104015318290,3727.04228,N,12639.45816,E,16.7,M
20201104015318389,3727.04226,N,12639.45817,E,16.8,M
20201104015318490,3727.04223,N,12639.45816,E,16.9,M
20201104015318593,3727.04223,N,12639.45817,E,17.0,M
20201104015318692,3727.04220,N,12639.45817,E,17.1,M
20201104015318789,3727.04219,N,12639.45817,E,17.2,M
20201104015318895,3727.04217,N,12639.45817,E,17.2,M
20201104015318990,3727.04214,N,12639.45818,E,17.3,M
20201104015319091,3727.04214,N,12639.45818,E,17.5,M
20201104015319194,3727.04214,N,12639.45819,E,17.5,M
20201104015319291,3727.04212,N,12639.45820,E,17.6,M
20201104015319390,3727.04213,N,12639.45821,E,17.7,M
20201104015319486,3727.04210,N,12639.45821,E,17.8,M
20201104015319592,3727.04211,N,12639.45822,E,17.8,M
20201104015319694,3727.04207,N,12639.45823,E,17.9,M
20201104015319790,3727.04204,N,12639.45823,E,18.0,M
20201104015319893,3727.04199,N,12639.45823,E,18.1,M
20201104015319988,3727.04196,N,12639.45823,E,18.2,M
20201104015320093,3727.04192,N,12639.45823,E,18.3,M
